排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
149,Sweety House,Dream Art Studio,休闲,4.4,66,"5,000",2018年12月12日,85,0.0.7,com.apollo.realhouse,,dreamart.gamestudion@outlook.com
150,Kavi Escape Game 498 Paradise Angel Escape Game,Kavi Games,益智,4.8,89,"1,000",2018年12月9日,14,1.0.0,air.com.kavigames.KaviEscapeGame498ParadiseAngelEscapeGame,http://kavigames.com,kavigames2016@gmail.com
151,F1 Mobile Racing,Codemasters Software Company Ltd,竞速,4.0,"1,811","50,000",2018年12月6日,37,1.4.4,com.codemasters.F1Mobile,http://www.codemasters.com,custservice@codemasters.com
152,Connect the Pops!,casox,益智,4.2,"4,631","1,000,000",2018年12月11日,34,1.3.0,com.casox.ConnectToMerge,http://www.casox.com,hello@popcore.com
153,英雄纪元：僵尸世界大战,Wolf Game Studio,策略,4.6,425,"5,000",2018年12月10日,87,1.0.2,com.wolf.coz2c1,,loudgamestudios@gmail.com
154,Raft Survival Simulator,Survival and Craft Games,模拟,3.8,"10,060","1,000,000",2018年11月29日,51,1.32,com.watersurvival.oceanraft,,vaskarar87@gmail.com
155,Fire Cannon,gamer developer,模拟,3.9,44,"10,000",2018年12月8日,30,1.1.2,com.glgam.fire.cannon,,ohpsfzke@gmail.com
156,Rolly Vortex,VOODOO,街机,4.4,"145,973","10,000,000",2018年11月16日,57,1.7.7,com.bdj.vortexDroid,,support@voodoo.io
157,警察VS囚犯,Kareem game,街机,4.6,529,"100,000",2018年12月6日,26,1.1.1,com.prisonvspolice.fightescapegame,,Kareem879340@gmail.com
158,Ramp Car Stunts 2,Racing Legends,模拟,4.1,515,"100,000",2018年12月2日,61,1.0.2,com.apptxx.bendy.ramp.car.stunts.racing.megaramp.games,,candortron@gmail.com
159,Chilly Snow,Acid Cousins,街机,4.6,"70,242","1,000,000",2018年8月9日,25,1.3.3,com.acidcousins.chilly,https://twitter.com/pbcg000,support@acidcousins.com
160,Best Escape Game 527 Doe Escape Game,Best Escape Game,益智,4.8,89,"1,000",2018年12月10日,14,1.0.0,air.com.bestescapegame.BestEscapeGame527DoeEscapeGame,http://www.games4king.com/,games4kinginfo@gmail.com
161,战争机器 (War Machines) - 最佳免费在线坦克游戏,Fun Games For Free,动作,4.6,"535,992","10,000,000",2018年12月7日,85,3.9.1,com.fungames.battletanksbeta,https://www.fungames-forfree.com/games/warmachines,support+warmachines@fungames-forfree.com
162,Road Revenge - Bike Games,GAME TSUNAMI,竞速,3.7,3,"1,000",2018年11月28日,95,因设备而异,com.road.redemption.rash,http://www.bigbitegames.com,bigbitegamesindia@gmail.com
163,Swipe Magic: One Touch Drawing,Zepra Studios,益智,4.2,18,"1,000",2018年12月8日,24,1.2.4,com.zepra.smagic,http://www.zepra.com,zepragame@gmail.com
164,Kitchen master : fastfood restaurant,LosSantos Studio,模拟,4.8,147,"5,000",2018年12月12日,67,1.0.5,com.lossantos.kitchen,,dinhqdai@icloud.com
165,停车处 王,mobirix,竞速,4.5,"3,318","100,000",2018年12月10日,36,1.0.7,com.mobirix.parkingking,https://www.facebook.com/mobirixplayen,help@mobirix.com
166,DIY 时尚明星 — 设计改造服装游戏,Coco Play By TabTale,角色扮演,4.3,"45,079","5,000,000",2018年9月14日,38,1.0.9,com.cocoplay.diy.fashion,https://www.tabtale.com/,WeCare@TabTale.com
167,"Number Color: Color by Number, Free Color Sandbox",DREAMGO,街机,4.4,740,"100,000",2018年11月21日,8.5,1.2.1,com.dreamgo.pixel.artisc.coloring,,david.wang.jack@gmail.com
168,我的汉克狗,Outfit7 Limited,休闲,4.6,"856,510","50,000,000",2018年9月6日,98,1.8.3.161,com.outfit7.mytalkinghank,http://outfit7.com/contact/android/,support@outfit7.com
169,1LINE 一键在线 － 连点成线,X-Flow,桌面和棋类,4.6,"258,828","10,000,000",2018年11月7日,15,2.1.0,com.one1line.onetouch.onestroke.dotgame,http://x-flow.app,support@x-flow.app
170,Miraculous Ladybug & Cat Noir - The Official Game,Crazy Labs by TabTale,动作,4.5,"269,835","10,000,000",2018年12月11日,40,1.1.7,com.crazylabs.lady.bug,https://www.tabtale.com,WeCare@TabTale.com
171,Massive Jackpot Casino - Slot Machines,DG Titan,赌场,4.2,5,500,2018年12月8日,56,1.0.1,air.com.massivejackpot.slots,,danieldee1869@gmail.com
172,精灵高中?美容院: 美妙尖牙时尚游戏,Crazy Labs by TabTale,角色扮演,4.4,"105,045","5,000,000",2018年12月3日,57,1.2.8,com.crazylabs.monster.high,https://www.tabtale.com,WeCare@TabTale.com
173,Hill Climb Racer 2018 New,JacksonMartinez,冒险,4.6,106,"10,000",2018年12月3日,67,1.0.1,com.climbhill.racingmaster,,jacksonmartinez1971@gmail.com
174,Color Road!,VOODOO,街机,4.1,"158,126","10,000,000",2018年11月22日,82,3.2,com.bigframes.color_road,http://www.voodoo.io/,support@voodoo.io
175,"Word Doctor: Connect Letters,Crossword Puzzle Game",Game In Life,文字,4.6,102,"1,000",2018年12月8日,39,1.4.2,com.playmil.wordcraft,https://www.facebook.com/playmilstudio,playmilstudio@outlook.com
176,足球前锋王,mobirix,体育,4.2,179,"10,000",2018年12月11日,19,1.0.3,com.mobirix.soccerstars,https://www.facebook.com/mobirixplayen,help@mobirix.com
177,AQ: First Contact (Free 3D Space MMO),Greenlight Games,策略,4.5,387,"50,000",2018年12月11日,因设备而异,1.0.185,com.sevenpointred.expanse,http://www.aqfirstcontact.com,help@aqfirstcontact.com
178,糖果美甲－ 甜蜜的时尚,TabTale,休闲,4.1,"14,327","1,000,000",2018年10月22日,56,1.0.6,com.tabtale.nailfiasco,https://www.tabtale.com/,WeCare@TabTale.com
179,Flip The Bottle,Drastic Fun,体育,4.5,11,500,2018年12月10日,46,1.1,com.drasticfun.bottleflipper,http://drasticfun.com,jordi@drasticfun.com
180,木块 - 音乐盒,головоломка world studio,益智,4.5,"111,324","5,000,000",2018年12月11日,17,8.0,puzzle.wood.block.cube.music.box,,lovelornmskz@gmail.com
181,Race Poker,Factory Games Ltd,卡牌,4.2,16,500,2018年12月8日,33,1.0.93,com.factorygames.racepoker,http://www.race.poker,support@race.poker
182,Solitaire,Arcade Game Maker,桌面和棋类,4.6,"2,768","100,000",2018年12月7日,28,1.6.150.1731,solitaire.arcadegames.freecard.solitaireplus.epic.klodike,http://www.arcadeveloper.com/,contact@arcadeveloper.com
183,木块 - 音乐盒,головоломка world studio,益智,4.5,"111,368","5,000,000",2018年12月11日,17,8.0,puzzle.wood.block.cube.music.box,,lovelornmskz@gmail.com
184,"Simon's Cat - Pop Time",Tactile Games Limited,益智,4.9,"48,101","1,000,000",2018年12月11日,85,1.7.1,com.strawdogstudios.simonscatpoptime,http://www.strawdogstudios.com,support@strawdogstudios.com
185,TerraGenesis - 太空驻扎者,Tilting Point,模拟,4.4,"98,347","5,000,000",2018年11月29日,91,4.9.40,com.alexanderwinn.TerraGenesis,https://www.facebook.com/TerraGenesisGame,support@terragenesisgame.com
186,Block Puzzle Jewel Star,Awesome_team,益智,4.5,14,"10,000",2018年11月26日,28,1.3,com.block.jewel.tetris.pro.puzzle,,thunga240894@gmail.com
187,Crossy Bridge Constructor 3d - Car Game,AMKGames,街机,4.4,9,"1,000",2018年11月9日,18,10,com.amkgames.crossyinfinite,,helpamkgames@gmail.com
188,Penny Dell Crosswords,PuzzleNation,休闲,4.5,"7,527","100,000",2018年12月6日,47,3.47,com.puzzlenation.pdcw,http://www.puzzlenation.com,customerservice@puzzlenation.com
189,Merge Spore - Discover new species,CasualGame2020,休闲,4.5,369,"100,000",2018年12月10日,32,1.3.1,com.flyingone.mergespore,https://www.vnima.com,casual.game2020@gmail.com
190,Invictus Heroes: 2018 NEW RPG,Plarium Global Ltd,角色扮演,4.2,387,"10,000",2018年12月12日,因设备而异,0.276,com.plarium.invictusgame,http://www.plarium.com,invictus@plarium.com
191,Line Puzzle: Color String Art,BitMango,益智,4.3,741,"100,000",2018年12月12日,23,1.0.9,com.bitmango.go.linepuzzlecolorstringart,http://www.bitmango.com/,help@bitmango.com
192,Huuuge娱乐城? 拉霸角子老虎机游戏，全球1000万玩家，最受欢迎的拉斯维加斯Slots赌场游戏,Huuuge Global,赌场,4.6,"540,026","10,000,000",2018年12月10日,83,3.7.1180,com.huuuge.casino.slots,http://www.huuugegames.com/,support@huuugegames.com
193,疯狂牙医游戏与手术大括号 - 医生游戏,bonbongame.com,教育,4.2,"1,558","1,000,000",2018年10月1日,57,1.2.7,com.bonbongame.crazy.dentist.doctor,https://www.facebook.com/EdugamesStudio,edugamesstudio@gmail.com
194,Roller Coaster Games 2018 Theme Park,Yes Games Studio,模拟,4.0,"19,618","5,000,000",2018年9月19日,46,因设备而异,com.thegame.rollercoastersimulator2016,http://tapfreegames.com/,freetapgames@gmail.com
195,神龙部落大消除 - 神龙成长开心消消乐消除游戏,Super Awesome Inc.,益智,4.5,600,"10,000",2018年12月7日,55,1.0.9,com.SuperAwesome.DragonVillageBlast,http://superawesome.co.kr,contact@superawesome.co.kr
196,Ignite Classic Slots,"Mobee Co., Ltd.",赌场,4.7,411,"5,000",2018年12月10日,100,2.0.16,com.ignite.igniteslots,,support@mobeegaming.com
197,圣诞动物美发沙龙2,TutoTOONS,教育,4.3,"2,678","1,000,000",2018年12月5日,58,2.0.10,com.tutotoons.app.christmasanimalhairsalon2.free,http://www.tutotoons.com,support@tutotoons.com
198,Magic Meadow,Mitosis Games,益智,4.7,"3,620","100,000",2018年11月19日,31,1.7,com.mitosisgames.match3,https://www.mitosisgames.com,support@mitosisgames.com
199,Bike Unchained 2,Red Bull,体育,4.6,"14,549","500,000",2018年12月10日,42,1.8.5,com.redbull.bike2,http://www.redbull.com,rbmh.digitalmedia@gmail.com
200,Click Park ? Idle Building Roller Coaster Game!,Hothead Games,模拟,4.5,202,"5,000",2018年12月10日,63,1.0.4,com.hotheadgames.google.free.clickpark,http://www.hotheadgames.com,support@hotheadgames.com
201,黑洞大作战,VOODOO,街机,4.3,"421,761","10,000,000",2018年11月28日,78,1.5.2,io.voodoo.holeio,,support@voodoo.io
202,崛起之戰,Mobile War LLC,策略,4.2,"21,684","1,000,000",2018年11月21日,因设备而异,3.33.3.33,com.mobilewaronline.wwr,http://mobilewar-online.com,support@mobilewar-online.com
203,超市：购物游戏,Hippo Baby Games for Girls and for Boys,教育,4.4,"59,582","10,000,000",2018年12月10日,因设备而异,因设备而异,com.kidgame.supermarket,http://psvgamestudio.com,babygamepub@gmail.com
204,复仇之心,第九行星网络科技有限公司,街机,4.6,72,"1,000",2018年12月10日,27,1.26,com.djxx.dr2,http://www.djxxgame.com/,liuke@djxxgame.com
205,Stickman Archer: Bow and Row,Addictive Arcade Free Team,街机,3.9,80,"10,000",2018年11月30日,30,1.1,com.adventure.stickman.heroarche,,addictivearcade.aateam@gmail.com
206,Meow.io - Cat Fighter,Yobimi Studio,动作,4.3,"3,474","500,000",2018年12月10日,42,1.7,com.genify.meow.io,,yobimi.studio@gmail.com
207,Super Adam Adventure 2 - More Levels,Super 64 Games,动作,4.4,51,"10,000",2018年12月7日,14,1.1.16,com.game64.superadventure2,,tiptop.hao@gmail.com
208,Phase 10,Magmic Inc,卡牌,3.5,"65,897","1,000,000",2018年12月10日,因设备而异,因设备而异,com.magmic.phase10.lite,http://www.magmic.com,support@magmic.com
209,République,"Camouflaj, LLC",动作,4.1,"10,777","100,000",2018年11月2日,89,6.0,com.camouflaj.republique,http://www.camouflaj.com/,support.android@camouflaj.com
210,Super High School Bus Driving Simulator 3D - 2018,Games2win.com,竞速,4.3,"8,769","1,000,000",2018年8月2日,因设备而异,1.3,com.games2win.superschooldriver,http://www.games2win.com,android@games2win.com
211,Word Cookies?,BitMango,文字,4.6,"2,145,551","10,000,000",2018年12月3日,因设备而异,3.1.2,com.bitmango.go.wordcookies,https://www.facebook.com/wordcookiesofficial,help@bitmango.com
212,"Bible Coloring - Color By Number, Free Bible Game",iDailybread.org,休闲,4.9,"2,475","50,000",2018年12月10日,6.9,1.0.4,holy.bible.biblegame.bibleverse.color.by.number.colorbynumber.paint.pixel.art,,cs@idailybread.org
213,Life Simulator 2,Protopia Games,模拟,3.6,765,"100,000",2018年11月30日,27,1.07,com.ProtopiaGames.Simulife2,http://www.protopiagames.com,support@protopiagames.com
214,惊悚老虎机(Creepy Slots?),"Gamewolf, Inc.",赌场,4.5,"1,577","50,000",2018年12月4日,21,6.2.1,com.lowolf.creepyslots,https://www.facebook.com/creepyslots/,support@gamewolf.com
215,Crusaders of Light,NetEase Games,角色扮演,4.3,"62,893","1,000,000",2018年10月30日,22,6.0.4,com.netease.z3.android,http://www.netease-na.com/,support@netease.mail.helpshift.com
216,Super Fowlst,Thomas K Young,街机,4.6,10,500,2018年12月10日,24,1.17.0,com.thomasyoung.superfowlst,http://www.superfowlst.com,catcup.games@gmail.com
217,护婴达人——儿童游戏,TabTale,休闲,4.1,"21,607","5,000,000",2018年11月6日,45,1.0.5,com.tabtale.messybabysittertwo,http://www.tabtale.com/,WeCare@TabTale.com
218,The Flippy Floors!- guide your ball to the exit,Sofiamoz Dev,冒险,2.3,3,100,2018年12月8日,11,1.0,flippyfloors.flippyfloorsandroid.flippyfloorsios,,solfarilyamz@gmail.com
219,Home Makeover - Hidden Object,Tamalaki,休闲,4.2,"31,661","1,000,000",2018年12月7日,85,2.1.2,air.com.tamalaki.homemakeoverfree,http://www.tamalaki.com,support@tamalaki.com
220,Snake VS Block,VOODOO,街机,4.3,"484,754","50,000,000",2018年11月28日,35,1.30,com.bentostudio.ballsvsblocks,http://www.voodoo.io,support@voodoo.io
221,Chairlift Simulator 2017,Yes Games Studio,模拟,3.9,"3,865","1,000,000",2018年9月19日,59,因设备而异,com.freegames.chairliftsimulator,,freetapgames@gmail.com
222,Watermelon 2018 - Shooting Games,Yes Games Studio,街机,4.1,"7,467","1,000,000",2018年10月24日,36,因设备而异,com.freegames.watermelonshooter3d,,freetapgames@gmail.com
223,Hello Dog of Scary Neighbor Strange House,Marshmelo,模拟,3.2,17,"1,000",2018年11月30日,58,3.1,com.tubominoposetete.fsaletlagdra,,support@labsdevscompact.com
224,Most Expensive Ball Game,Jahaa,街机,3.7,250,"5,000",2018年12月11日,28,1.1,com.jahaa.mostexpensiveballgame,,auvinengames@gmail.com
225,World War Mobile,悅遊(香港)有限公司,策略,2.3,6,100,2018年11月24日,100,1.0.1,com.fullthink.war,,27085044@qq.com
226,砖破碎机无限 - 经典游戏,TTS - Arcade puzzle Games Free,街机,4.1,"1,237","100,000",2018年11月30日,15,2.01.1,com.TimeTechSol.BricksBreakerInfinity,,youtubzvid@gmail.com
227,Robot Shark 2,Naxeex Robots,动作,4.6,13,"1,000",2018年12月10日,99,1.1,com.nc.robot.shark.two,https://naxeex.com/,naxeex.studio@gmail.com
228,Shoot n Merge - Number block puzzle,Metajoy,益智,4.4,"18,460","1,000,000",2018年11月30日,65,1.4.0,com.block1010.shoot2048.free,http://www.metajoy.io,help@metajoy.io
229,「烹饪吧！」模拟经营美食餐厅游戏,Flowmotion Entertainment - Cooking and Girl Games,休闲,4.7,"5,108","100,000",2018年12月5日,85,1.0.7,com.fme.cookit,https://www.facebook.com/Flowmotionentertainment,support@flowmotionentertainment.com
230,Monster Fishing 2019,Nexelon inc.,体育,4.4,"53,053","1,000,000",2018年12月7日,76,0.1.19,com.nexelon.realmonsterfishing2018,,helpnexelon@gmail.com
231,点线交织,Lion Studios,益智,4.1,"10,734","5,000,000",2018年9月27日,32,2.6.2,com.boomster.linegame,http://lionstudios.cc,boomster@lionstudios.cc
232,极速狂追,XZoom,模拟,4.0,144,"10,000",2018年12月6日,90,1.1.1,com.highwayspeedchasing,,0nno8yQqs3r46T05069@gmail.com
233,Off-Road Travel: 4wd SUVs ride to hill,F-Game Studio,竞速,4.3,"2,490","100,000",2018年12月6日,30,1.500,com.fgs.ct,https://vk.com/fgamestudio,fgamestudio@mail.ru
234,加勒比海盗: 战争之潮,JOYCITY Corp.,策略,4.3,"98,914","5,000,000",2018年12月5日,48,1.0.93,com.joycity.potc,https://www.facebook.com/joycitymobile,tidesofwar@joycity.com
235,Woody Puzzle Block,Sweetener,益智,4.7,"6,736","500,000",2018年11月29日,17,1.4.6,com.game.woodypuzzleblock_android,,tiansuanjiang@gmail.com
236,Word collect,Little Gamer Studio,文字,4.9,8,"1,000",2018年12月11日,21,1.0.6,com.xiwangkeji.wordcollect,,weaponzxblxx@gmail.com
237,Sonic Dash,SEGA,街机,4.5,"3,939,089","100,000,000",2018年12月6日,91,4.0.0.Go,com.sega.sonicdash,https://help.sega.net/,help@sega.net
238,我的绿洲 - 治愈人心的空岛育成,"Buff Studio Co.,Ltd.",模拟,4.6,"121,995","5,000,000",2018年12月12日,99,1.248,com.buffstudio.myoasis,http://www.buffstudio.com,help@buffstudio.com
239,1010!,Gram Games Limited,益智,4.3,"440,409","10,000,000",2018年9月27日,41,66,com.gramgames.tenten,http://gram.gs,support@gram.gs
240,unrd,UNRD LTD,角色扮演,3.9,302,"10,000",2018年12月11日,36,1.3.6,com.foolsandgeniuses.unrd,http://unrd.co/,support@unrd.co
241,World of Peppa Pig,Entertainment One,教育,4.0,"2,441","1,000,000",2018年12月10日,因设备而异,因设备而异,com.peppapig.worldofpeppapig_g,http://www.peppapig.com,subscriptions@peppapig.com
242,Spades Plus,Zynga,卡牌,4.6,"211,596","5,000,000",2018年12月12日,68,3.39.0,net.peakgames.mobile.spades.android,https://www.zynga.com,zyngaturkey-support@zynga.com
243,Poker City - Texas Holdem,WhaleApp LTD,赌场,4.3,465,"100,000",2018年11月27日,41,1.9.0,ggo.poker.city,https://www.whaleapp.com,support.pokercity@whaleapp.com
244,Space Adventure,Konstantyn Kolodiy,街机,4.5,8,"1,000",2018年12月12日,43,2.0,com.blogspot.kostyadev.spaceadventure,,kos0360@gmail.com
245,饥饿鲨 进化,Ubisoft Entertainment,街机,4.5,"6,251,922","100,000,000",2018年12月10日,99,6.3.6,com.fgol.HungrySharkEvolution,https://www.ubisoft.com/en-gb/game/hungry-shark-evolution/,android.support@ubisoft.com
246,杂技达人秀—— 秀出你自己！,Coco Play By TabTale,模拟,4.4,"36,861","1,000,000",2018年8月13日,37,1.0.0,com.cocoplay.gymnastics.acrobat,https://tabtale.com/,WeCare@TabTale.com
247,Zombie Crowd in City after Apocalypse,KOCHERGAPPS AND GAMES,模拟,4.0,30,"1,000",2018年12月11日,33,2.0,com.ZombieCrowdinCityafterApocalypse,,KOCHERGAPPSANDGAMES@gmail.com
248,Temple Run,Imangi Studios,街机,4.3,"4,113,198","100,000,000",2018年11月19日,43,1.9.5,com.imangi.templerun,http://www.imangistudios.com/contact.html,support-android@imangistudios.com
249,Spades Free Card Games Online and Offline,Jogatina.com,卡牌,4.4,"8,202","500,000",2018年12月5日,因设备而异,因设备而异,com.jogatina.spades,http://www.jogatina.com,mobile@gazeus.com
250,魔法时代,Playkot LTD,角色扮演,4.8,"113,948","1,000,000",2018年11月19日,68,1.7.7,com.playkot.ageofmagic,https://ageofmagic.game,support@playkot.mail.helpshift.com
251,CATS: Crash Arena Turbo Stars,ZeptoLab,动作,4.7,"1,907,895","50,000,000",2018年11月28日,因设备而异,2.15.1,com.zeptolab.cats.google,http://zeptolab.com,cats@zeptolab.com
252,《疾速快線：復仇之路》,Space Ape Games,动作,4.7,"477,505","10,000,000",2018年12月11日,85,1.39.1.5667,com.spaceapegames.fastlane,http://www.spaceapegames.com,support@fastlanertr.com
253,Avakin Life - 3D 虚拟世界,Lockwood Publishing Ltd,角色扮演,4.4,"1,523,146","10,000,000",2018年12月11日,94,1.024.01,com.lockwoodpublishing.avakinlife,http://www.avakin.com/,support@avakin.com
254,Cooking Challenge: Make It Fast,Tetrox Limited,街机,4.6,49,"1,000",2018年12月4日,56,0.2.1,com.Tetrox.CookingFriends,,tetroxgp@gmail.com
255,海战 游戏,smuttlewerk interactive,桌面和棋类,4.5,"88,367","10,000,000",2018年11月13日,59,2.0.47,de.smuttlewerk.fleetbattle,http://www.smuttlewerk.de,support@smuttlewerk.de
256,Toca Kitchen 2,Toca Boca,教育,4.5,"1,087,871","50,000,000",2017年6月29日,56,1.2.3-play,com.tocaboca.tocakitchen2,http://www.tocaboca.com,support@tocaboca.com
257,PAC-MAN: Ralph Breaks the Maze,BANDAI NAMCO Entertainment America Inc.,街机,3.9,"5,635","1,000,000",2018年11月21日,36,1.0.6,com.bandainamcoent.google.pacralph,http://www.bandainamcoent.com,PMWreck_Support@bandainamcoent.com
258,Ice Crush 2018 - A new Puzzle Matching Adventure,Kudo Games,益智,4.6,"19,983","1,000,000",2018年12月11日,31,2.2.7,com.kudo.icecrush,https://sites.google.com/site/kudoprivacypolicy/,support@kudo.games
259,Lucky Time,Clover Studios,赌场,3.4,7,500,2018年12月11日,40,0.3,game.win.money.luckyday,,hechangqi58@gmail.com
260,Drag Racing: Уличные гонки,Square,竞速,4.5,"76,839","1,000,000",2018年12月7日,29,2.1.9,mobi.square.sr.android,,support@ngames.mobi
261,Line Puzzle: String Art,BitMango,益智,4.4,"117,925","10,000,000",2018年12月7日,因设备而异,1.4.0,com.bitmango.go.stringart,http://www.bitmango.com/,help@bitmango.com
262,Barbie Dreamhouse Adventures,Budge Studios,模拟,4.4,"79,746","5,000,000",2018年12月7日,20,1.5.0,com.budgestudios.googleplay.BarbieDreamhouse,http://www.budgestudios.com,support@budgestudios.ca
263,Interlocked,Armor Games,益智,4.5,"96,359","5,000,000",2018年4月4日,30,1.3,com.wecreatestuff.interlocked,http://armorgames.com,mobile@armorgames.com
264,蜘蛛紙牌,Solitaire Fun,卡牌,4.9,"14,474","500,000",2018年8月24日,22,2.9.482,com.cardgame.spider.fishdom,,support@solitairegames.freshdesk.com
265,Dominos Game * Best Dominoes,KIA ORA GAMES PTY LIMITED,桌面和棋类,4.5,"14,969","1,000,000",2018年11月14日,32,1.0.15,com.kiaora.dominoes,http://kiaoragames.com/support/,contact@kiaoragames.com
266,Super Crush Machine,VEGA CRUSH,休闲,4.3,"58,166","1,000,000",2018年12月10日,22,2.91,com.crush.will.fortgames,,viviantools2018@gmail.com
267,Police Car Chase 2019,play.io,竞速,4.3,155,"100,000",2018年11月7日,42,1.0.2,com.play.io.highway.racing3d.grand.policechase.cargames,http://playinteractive.io,play.interactive.io@gmail.com
268,Prado Parking City 3D Game,Super Games Apps Dev,模拟,2.9,736,"50,000",2018年10月27日,6.7,4.0,com.wallpapersapps.dragonhelmet,,lukecampbellviao@gmail.com
269,Monster Legends,Social Point,模拟,4.6,"2,648,684","50,000,000",2018年12月10日,96,7.5.1,es.socialpoint.MonsterLegends,http://www.socialpoint.es,info@socialpoint.es
270,MORTAL KOMBAT X,Warner Bros. International Enterprises,动作,4.5,"3,244,633","10,000,000",2018年10月16日,20,1.21.0,com.wb.goog.mkx,http://support.wbgames.com,support@wbgames.com
271,猎鹿人2018,Glu,动作,4.3,"975,998","10,000,000",2018年11月13日,82,5.1.5,com.glu.deerhunt16,http://www.glu.com/,androidsupport@glu.com
272,真实驾驶：终极模拟汽车,Magic Puzzle,竞速,3.8,"1,301","100,000",2018年12月10日,31,2.11,drivingzone.magiplay.racing.car.simulator.drivingzone.real.driving,,magic_puzzles@hotmail.com
273,Faily Skater,Spunge Games Pty Ltd,街机,4.0,"11,973","1,000,000",2018年12月6日,93,6.4,com.spungegames.failyskater,http://www.spungegames.com,mark@spungegames.com
274,Learn to Draw Glow Cartoon,ColorJoy,教育,4.3,"21,306","10,000,000",2018年10月24日,10,1.0.5,com.colorjoy.Learn.to.draw.glow.cartoon,,eyewind.org@hotmail.com
275,Partymasters - Fun Idle Game,Playgendary,街机,4.6,"698,539","10,000,000",2018年11月19日,71,1.2.6,com.playgendary.partymasters,http://www.playgendary.com/,support@playgendary.com
276,Red Ball 4,FDG Entertainment GmbH & Co.KG,街机,4.4,"1,563,916","50,000,000",2017年11月9日,59,1.3.21,com.FDGEntertainment.redball4.gp,http://www.fdg-entertainment.com,support@fdg-entertainment.com
277,恐龙纪元,37GAMES,策略,3.6,61,"1,000",2018年12月7日,21,1.2.1,com.games37.jc,http://en.37.com/,help@37.com
278,L.O.L. Surprise Ball Pop,MGA Entertainment,休闲,4.3,"12,291","1,000,000",2018年12月5日,85,2.9,com.mgae.comlolsurprise.ballpop,https://lolsurprise.mgae.com,onlinedev@mgae.com
279,Peggle Blast,ELECTRONIC ARTS,卡牌,4.1,"168,318","5,000,000",2018年10月30日,26,2.20.0,com.ea.game.pegglex_row,http://support.popcap.com/mobile/android,help@eamobile.com
280,无人岛大冒险 1&2,nicobit,角色扮演,3.9,"31,013","1,000,000",2018年9月23日,29,2.1.0,com.nicobit.DesertIsland,https://www.nicobit.com,info@nicobit.com
281,Pixel.ly 3D – 按數字填色,Color Apps For Free,桌面和棋类,4.5,"16,272","1,000,000",2018年10月29日,30,0.9.4,com.pixel.coloring.color.by.number,,color.app@hotmail.com
282,Dig In: An Excavator Game,Simcoach Games,模拟,4.6,317,"10,000",2018年10月24日,53,1.3,com.simcoachgames.excavatoroperator,http://www.simcoachgames.com/,marketing@simcoachgames.com
283,Katanas of Glory,Sengoku,策略,5.0,1,50,2018年12月10日,30,1.0.0.1,com.viewer.katanas.google,,yinghuajf@gmail.com
284,Hello Kitty 美甲沙龙,Budge Studios,休闲,4.2,"399,384","50,000,000",2018年4月17日,24,1.5,com.budgestudios.HelloKittyNailSalon,https://budgestudios.com/en/apps/detail/hello-kitty-nail-salon/?utm_source=GooglePlayStore&utm_medium=referral&utm_campaign=HKNS_GP,support@budgestudios.ca
285,无,无,无,无,无,无,无,无,无,com.gc.stickman.street.fight.game,无,无
286,我的安吉拉 (My Talking Angela),Outfit7 Limited,休闲,4.5,"10,396,162","100,000,000",2018年11月29日,因设备而异,4.0.1.235,com.outfit7.mytalkingangelafree,http://outfit7.com/contact/android/,support@outfit7.com
287,Legend of Legion,"Shenzhen Leyi Network Co., Ltd.",策略,3.6,9,100,2018年11月30日,27,1.0.0,leyi.legendoflegion,https://www.facebook.com/LegendofLegion.Game,leyirobin@gmail.com
288,Bid Wars - Storage Auctions and Pawn Shop Tycoon,Tapps Games,策略,4.5,"1,902,929","10,000,000",2018年12月5日,93,2.12.4,br.com.tapps.bidwars,http://tappsgames.com,user.support+bidwars@tappsgames.com
289,炫舞啦啦队,Coco Play By TabTale,角色扮演,4.5,"155,552","10,000,000",2018年7月27日,87,1.0.9,com.cocoplay.cheerleaders,https://www.tabtale.com/,WeCare@TabTale.com
290,武装直升机 战斗 直升机 模拟器,Gaming Genesis,动作,4.1,"1,577","100,000",2018年12月11日,50,1.4,com.gg.gunshipbattle.helicopter.games,http://gaminggenesis.zpzen.com.pk,gaminggenesisofc@gmail.com
291,Word Cross - Word Cheese,PlayZeit,文字,4.5,"32,308","1,000,000",2018年12月12日,36,1.9.7,com.playzeit.wordcheese,,support@playzeit.com
292,NES Emulator - Best Emulator Classic Retro,Ibanez Studio,街机,4.5,62,"1,000",2018年12月8日,4.0,1.0,nes.roms.emulator.arcade.classic.game,,hoangconghung8797@gmail.com
293,连结,InfinityGames.io,益智,4.7,"86,967","1,000,000",2018年11月27日,26,1.2.2,com.infinitygames.connection,http://infinitygames.io,support@infinitygames.io
294,特技跳躍：翻筋鬥,TapFunStudio,模拟,4.2,"8,046","500,000",2018年12月7日,58,1.22,com.jump.parkour.flip.master,,geteenie@gmail.com
295,超级英雄医院医生,TutoTOONS,教育,3.8,"6,633","1,000,000",2018年11月28日,55,3.0.2,com.tutotoons.app.sweetbabygirlcrazyhospital.free,http://www.tutotoons.com,support@tutotoons.com
