排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
152,Plants vs. Zombies FREE,ELECTRONIC ARTS,策略,4.4,"4,267,762","100,000,000",2018年9月6日,65,2.3.30,com.ea.game.pvzfree_row,http://support.popcap.com/mobile/android,help@eamobile.com
153,Snake VS Block,VOODOO,街机,4.3,"484,733","50,000,000",2018年11月28日,35,1.30,com.bentostudio.ballsvsblocks,http://www.voodoo.io,support@voodoo.io
154,Basketball Stars,Miniclip.com,体育,4.4,"924,825","10,000,000",2018年11月23日,45,1.19.0,com.miniclip.basketballstars,http://www.miniclip.com/,support@miniclip.com
155,Police Pursuit,Kwalee Ltd,街机,4.8,"3,226","100,000",2018年10月25日,42,1.0.4,com.kwalee.wantedgp,http://www.kwalee.com,policepursuitsupport@kwalee.com
156,[PROJECT:OFFROAD],BYCODEC GAMES,模拟,4.6,"116,018","5,000,000",2018年10月27日,22,84,com.bycodec.offroad,https://www.bycodecgames.com,admin@bycodecgames.com
157,Power Pop Bubbles,Bubble Shooter Artworks,街机,4.4,"135,613","10,000,000",2018年11月29日,因设备而异,4.45,bubbles.pop.power,http://www.ilyon.net/,support@ilyon.net
158,益智一筆畫解謎 Fill,MagicAnt.Inc,益智,4.5,"51,786","1,000,000",2018年11月27日,37,4.3.1,com.gamestart.fill,http://pr.fill.app-c.net/,ashitakaoru11201@gmail.com
159,Hill Climb Racing 2 - 爬坡赛2,Fingersoft,竞速,4.6,"3,043,400","100,000,000",2018年12月12日,因设备而异,1.22.1,com.fingersoft.hcr2,http://www.fingersoft.net,support@fingersoft.net
160,我的宠物Pou,Zakeh,休闲,4.3,"10,659,126","500,000,000",2018年5月25日,24,1.4.77,me.pou.app,http://www.pou.me,pouhelp@gmail.com
161,汤姆猫跑酷,Outfit7 Limited,动作,4.6,"3,041,628","100,000,000",2018年12月6日,因设备而异,3.0.4.158,com.outfit7.talkingtomgoldrun,http://outfit7.com/contact/android/,support@outfit7.com
162,台球城,MOUNTAIN GAME,体育,4.5,"775,144","50,000,000",2018年10月25日,20,2.6,com.billiards.city.pool.nation.club,,zhangli332211@gmail.com
163,TENKYU,VOODOO,街机,4.5,"135,228","10,000,000",2018年11月16日,49,3.11,io.voodoo.tenkyu,,support@voodoo.io
164,Car Mechanic Simulator 18,PlayWay SA,模拟,4.3,"55,990","5,000,000",2018年10月8日,82,1.1.5,com.playway.cms2017,http://www.playway.com,cms@eccgames.com
165,《世界战争 - 英雄》,Azur Interactive Games Limited,动作,4.4,"525,785","10,000,000",2018年12月5日,81,1.9.5,com.gamedevltd.wwh,http://azurgames.com,wwh-support@ll-games.com
166,梦幻家园 (Homescapes),Playrix Games,休闲,4.6,"3,714,330","50,000,000",2018年11月29日,因设备而异,2.2.0.900,com.playrix.homescapes,https://www.playrix.com/homescapes/index.html,homescapes@playrix.com
167,"Bible Coloring - Color By Number, Free Bible Game",iDailybread.org,休闲,4.9,"2,451","50,000",2018年12月10日,6.9,1.0.4,holy.bible.biblegame.bibleverse.color.by.number.colorbynumber.paint.pixel.art,,cs@idailybread.org
168,接龙,MobilityWare,卡牌,4.4,"1,466,641","100,000,000",2018年12月6日,因设备而异,因设备而异,com.mobilityware.solitaire,http://www.mobilityware.com,support@mobilityware.com
169,Sniper Arena: PvP Army Shooter,Nordcurrent,动作,4.4,"310,009","10,000,000",2018年12月12日,82,1.0.3,com.nordcurrent.sniperarena,http://www.nordcurrent.com,snipersupport@nordcurrent.com
170,棋,Chess Prince,桌面和棋类,4.4,"610,207","50,000,000",2018年11月16日,2.6,2.4.9,com.jetstartgames.chess,,help.chess@mail.ru
171,Easy Drum Machine - Beat Machine & Drum Maker,"Easy Learning, Coloring your Life - EZ Joy,Inc",音乐,4.2,"4,177","1,000,000",2018年12月11日,6.0,1.0.9,easy.drum.pad.electro.kit.beat.machine.maker,,joyapp@dailyinnovation.biz
172,Cut It: Brain Puzzles,Super Game Studios,益智,4.8,"75,548","5,000,000",2018年12月7日,因设备而异,1.2.6,com.supergame.ultrasharp.cutitdown,https://www.facebook.com/supergamestudio,kelvinlovegg2016@gmail.com
173,悠来荡去,"Geisha Tokyo, Inc.",动作,4.4,"4,560","500,000",2018年11月27日,32,6.4.1,com.geishatokyo.slingjump,http://www.geishatokyo.com/,hc+slingjump@geishatokyo.com
174,Bee Factory,Green Panda Games,模拟,4.7,"100,748","1,000,000",2018年12月10日,21,1.11.1,com.gpp.beefactory,http://greenpandagames.com,support@greenpandagames.com
175,Kids Puzzles - Wooden Jigsaw,Skycap,益智,4.3,"3,009","5,000,000",2018年7月19日,14,1.5,com.skycap.Kids_Wooden_Jigsaw,http://www.skycap.co.in,contact@skycap.co.in
176,Dragon City,Social Point,模拟,4.6,"6,653,306","100,000,000",2018年11月28日,98,8.7.2,es.socialpoint.DragonCity,http://www.socialpoint.es,info@socialpoint.es
177,Bible Verse Collect - Free Bible Word Games,iDailybread.org,文字,4.8,"42,615","1,000,000",2018年12月6日,38,2.7.0,bible.wordgame.words.connect.crossword.cookies,,cs@idailybread.org
178,爬坡賽: Hill Climb Racing,Fingersoft,竞速,4.4,"9,151,063","500,000,000",2018年11月22日,64,1.39.3,com.fingersoft.hillclimb,http://www.fingersoft.net,support@fingersoft.net
179,密室逃脫：50個房間之一,BusColdApp,益智,4.5,"92,947","1,000,000",2018年12月5日,76,30,com.coldapp.at50rooms1,,BusColdApp@gmail.com
180,饥饿鲨 进化,Ubisoft Entertainment,街机,4.5,"6,251,734","100,000,000",2018年12月10日,99,6.3.6,com.fgol.HungrySharkEvolution,https://www.ubisoft.com/en-gb/game/hungry-shark-evolution/,android.support@ubisoft.com
181,Disney Heroes: Battle Mode,PerBlue Entertainment,策略,4.6,"170,582","10,000,000",2018年11月28日,因设备而异,1.6.1,com.perblue.disneyheroes,http://perblue.com,googledev@perblue.com
182,Flip the Gun - Simulator Game,Playgendary,街机,4.2,"220,877","10,000,000",2018年7月26日,86,1.2,com.playgendary.flipgun,http://www.playgendary.com/,support@playgendary.com
183,Sling Drift,tastypill,动作,4.2,"121,209","10,000,000",2018年12月10日,35,2.3,com.rubygames.slingdrift,http://tastypill.com/,support@tastypill.com
184,PAC-MAN: Ralph Breaks the Maze,BANDAI NAMCO Entertainment America Inc.,街机,3.9,"5,627","1,000,000",2018年11月21日,36,1.0.6,com.bandainamcoent.google.pacralph,http://www.bandainamcoent.com,PMWreck_Support@bandainamcoent.com
185,Press Inc.,Good Job Games,动作,3.8,"5,334","1,000,000",2018年12月11日,41,2.1,com.rubygames.idledestruction,http://www.goodjobgames.com,contact@goodjobgames.com
186,Slotomania? Vegas Slot Machines and Casino Games,Playtika,赌场,4.4,"1,425,677","10,000,000",2018年12月10日,因设备而异,2.96.3,air.com.playtika.slotomania,https://www.slotomania.com/,android@playtika.com
187,Pixel.ly 3D – 按數字填色,Color Apps For Free,桌面和棋类,4.5,"16,260","1,000,000",2018年10月29日,30,0.9.4,com.pixel.coloring.color.by.number,,color.app@hotmail.com
188,Skiddy Car,Kwalee Ltd,竞速,4.3,"6,701","500,000",2018年11月29日,44,1.1.5,com.kwalee.skiddycar,http://www.kwalee.com,info@kwalee.com
189,爆裂槍戰,Game Insight,动作,4.6,"1,480,959","10,000,000",2018年12月11日,91,4.9.3,com.gameinsight.gobandroid,https://gameinsight.helpshift.com/a/guns-of-boom/,support_gob@game-insight.com
190,Block City Wars: Pixel Shooter with Battle Royale,D-Games Apps,模拟,4.5,"820,185","10,000,000",2018年11月30日,46,7.1.4,block.app.wars,http://d-games.pro,blockcity3d@gmail.com
191,梦想小镇 (Township),Playrix Games,休闲,4.6,"4,769,058","50,000,000",2018年12月6日,因设备而异,6.3.0,com.playrix.township,https://www.playrix.com/township/index.html,support@playrix.com
192,Prodigy Math Game,SMARTeacher Inc.,教育,4.6,"9,825","1,000,000",2018年11月12日,10,1.2.0,com.prodigygame.prodigy,https://www.prodigygame.com,support@prodigygame.com
193,Old School RuneScape,Jagex Games Studio,冒险,4.5,"25,005","1,000,000",2018年12月5日,5.8,177.2,com.jagex.oldscape.android,http://oldschool.runescape.com/,osrsmobile@support.jagex.com
194,数独,Easybrain,桌面和棋类,4.6,"649,585","10,000,000",2018年11月28日,12,1.3.6,com.easybrain.sudoku.android,http://www.easybrain.com,support@easybrain.com
195,Millionaire Trivia: Who Wants To Be a Millionaire?,Sony Pictures Television,知识问答,4.6,"47,242","1,000,000",2018年12月12日,因设备而异,14.0.0,com.sonypicturestelevision.millionaire,http://www.sonypictures.com/mobile/,millionaire@uken.com
196,House of Fun?? - Free Casino Slots,PLAYTIKA UK - HOUSE OF FUN LIMITED,赌场,4.6,"992,375","10,000,000",2018年12月4日,因设备而异,3.20,com.pacificinteractive.HouseOfFun,http://www.houseoffun.com,Android@playtika.com
197,最终幻想15：新帝国 《Final Fantasy XV: A New Empire》,Epic Action LLC,策略,4.0,"513,067","10,000,000",2018年12月10日,因设备而异,3.33.3.96,com.epicactiononline.ffxv.ane,http://www.epicaction-online.com,support@epicaction-online.com
198,Block Puzzle: Jewel Star,BitMango,益智,4.6,"2,923","500,000",2018年12月11日,25,1.4.3,com.bitmango.go.blockpuzzlejewelhexamaster,https://www.facebook.com/bitmangogames,help@bitmango.com
199,World Series of Poker – WSOP Free Texas Holdem,Playtika,卡牌,4.5,"989,322","10,000,000",2018年12月7日,81,5.20.0,com.playtika.wsop.gp,http://www.playtika.com,support@playwsop.com
200,Street Dunk,SayGames,街机,4.4,"3,156","500,000",2018年11月26日,39,1.0.5,com.saygames.streetdunk,http://saygames.by,saygames.by@gmail.com
201,City Fighter vs Street Gang,Game Theory Games,动作,4.4,"1,128","100,000",2018年12月12日,53,1.4.10,com.soneraltincit.cityfightvsstreetgang,https://www.parakogames.com/city-fighter-vs-street-gang-1,Parakogames@gmail.com
202,Shoot n Merge - Number block puzzle,Metajoy,益智,4.4,"18,427","1,000,000",2018年11月30日,65,1.4.0,com.block1010.shoot2048.free,http://www.metajoy.io,help@metajoy.io
203,Battlelands Royale,Futureplay,动作,4.5,"464,269","10,000,000",2018年11月21日,83,1.0.4,com.futureplay.battleground,http://www.futureplaygames.com,support@futureplaygames.com
204,麻将接龙,Fun Games free,益智,4.5,"44,377","5,000,000",2018年12月10日,39,1.40.3913,mahjong.games.mahjong.classic.free,,board_game@hotmail.com
205,梦幻水族箱 (Fishdom),Playrix Games,益智,4.6,"2,471,800","50,000,000",2018年12月6日,因设备而异,2.25.1,com.playrix.fishdomdd.gplay,https://www.playrix.com/fishdom/index.html,support@playrix.com
206,Axe Throw,Big avocado,休闲,4.5,"2,018","50,000",2018年12月7日,19,1.0.2,com.axe.ss.android,,austinyuan1011@gmail.com
207,火器時代 (Guns of Glory),DIANDIAN INTERACTIVE HOLDING,策略,4.0,"157,510","10,000,000",2018年12月12日,92,2.5.0,com.diandian.gog,https://funplus.aihelp.net/elva/FAQ/FAQList.aspx?pf_app_id=996,contact_gog@funplus.com
208,Huuuge娱乐城? 拉霸角子老虎机游戏，全球1000万玩家，最受欢迎的拉斯维加斯Slots赌场游戏,Huuuge Global,赌场,4.6,"539,973","10,000,000",2018年12月10日,83,3.7.1180,com.huuuge.casino.slots,http://www.huuugegames.com/,support@huuugegames.com
209,Golfmasters - Fun Golf Game,Playgendary,街机,4.5,"29,084","1,000,000",2018年12月5日,92,1.1.2,com.playgendary.sportmasterstwo,http://www.playgendary.com/,support@playgendary.com
210,小黄人快跑: 神偷奶爸电影官方游戏,Gameloft,休闲,4.5,"10,329,510","100,000,000",2018年12月5日,因设备而异,因设备而异,com.gameloft.android.ANMP.GloftDMHM,,android.support@gameloft.com
211,Spill It!,tastypill,益智,4.0,"17,389","1,000,000",2018年12月1日,27,1.5,com.custom.spillit,http://www.tastypill.com,support@tastypill.com
212,Hustle Castle – 幻想王国,My.com B.V.,角色扮演,4.7,"856,888","10,000,000",2018年12月7日,68,1.8.0,com.my.hc.rpg.kingdom.simulator,http://hc.my.com,hustle-castle@corp.my.com
213,魔法拼图,ZiMAD,益智,4.5,"336,765","10,000,000",2018年12月10日,84,5.8.1,com.bandagames.mpuzzle.gp,https://androidpuzzlessupport.zendesk.com/hc,support@androidpuzzlessupport.zendesk.com
214,像素枪 3D（便携版）,Pixel Gun 3D,动作,4.5,"4,796,021","50,000,000",2018年12月4日,61,15.6.1,com.pixel.gun3d,http://mobile.pixelgun3d.com/,android.support@pixelgun3d.com
215,梦幻花园 (Gardenscapes),Playrix Games,休闲,4.6,"4,624,876","50,000,000",2018年11月29日,因设备而异,3.0.2,com.playrix.gardenscapes,https://www.playrix.com/gardenscapes/index.html,gardenscapes@playrix.com
216,Winning Slots? - 2019免费拉斯维加斯老虎机游戏,"Triple Sevens Co., Ltd.",赌场,4.7,"11,882","500,000",2018年12月8日,82,1.47,slots.machine.winning.android,http://www.playwinningslots.com,triplesevensgame@gmail.com
217,Super Mario Run,"Nintendo Co., Ltd.",动作,3.7,"1,277,541","100,000,000",2018年7月12日,70,3.0.11,com.nintendo.zara,https://supermariorun.com/,supermariorun-support@nintendo.co.jp
218,亿万富翁娱乐城? 角子老虎机赌场游戏 free slots machine casino game,Huuuge Global,赌场,4.5,"112,683","5,000,000",2018年12月10日,83,3.7.1180,com.huuuge.casino.texas,http://www.huuugegames.com/,support@huuugegames.com
219,天天过马路,HIPSTER WHALE,动作,4.5,"4,294,539","100,000,000",2018年12月5日,72,3.4.0,com.yodo1.crossyroad,http://www.crossyroad.com,inappsupport-googleplay@crossyroad.com
220,Turbo Dismount?,Secret Exit Ltd.,模拟,4.4,"680,538","10,000,000",2018年10月1日,90,1.33.0,com.secretexit.turbodismount,http://secretexit.com/,tdsupport-android@secretexit.com
221,Looper!,Kwalee Ltd,益智,4.6,"183,285","10,000,000",2018年11月26日,62,1.2.5,com.kwalee.looper,http://www.kwalee.com,info@kwalee.com
222,Red Ball 4,FDG Entertainment GmbH & Co.KG,街机,4.4,"1,563,828","50,000,000",2017年11月9日,59,1.3.21,com.FDGEntertainment.redball4.gp,http://www.fdg-entertainment.com,support@fdg-entertainment.com
223,Word Cookies?,BitMango,文字,4.6,"2,145,553","10,000,000",2018年12月3日,因设备而异,3.1.2,com.bitmango.go.wordcookies,https://www.facebook.com/wordcookiesofficial,help@bitmango.com
224,Portal Quest,PerBlue Entertainment,角色扮演,4.4,"73,965","1,000,000",2018年11月17日,因设备而异,3.0,com.perblue.portalquest,http://perblue.com,googledev@perblue.com
225,Love Nikki-Dress UP Queen,Elex,角色扮演,4.4,"257,056","5,000,000",2018年11月14日,73,3.4.3,com.elex.nikkigp,https://www.facebook.com/LoveNikkiGame/,cs1nikkigame@gmail.com
226,Fast & Furious Takedown,Universal Studios Interactive Entertainment LLC,竞速,4.1,"3,418","500,000",2018年12月5日,49,1.1.51,com.nbcuni.usie.fftakedown,https://nbcuniversal.helpshift.com/a/fast-furious-takedown/,support@nbcuniversal.mail.helpshift.com
227,Toy Blast,Peak Games,益智,4.7,"2,149,791","50,000,000",2018年12月10日,因设备而异,5686,net.peakgames.amy,http://www.peakgames.net,android@peakgames.net
228,谜题发烧友,Metajoy,益智,4.7,"232,968","10,000,000",2018年12月6日,34,7.4.71,com.puzzlegame.puzzledom,http://www.metajoy.io,help@metajoy.io
229,Jewel Crush 2019,ZYMobile,益智,4.9,"9,770","100,000",2018年12月12日,38,8.0.0,com.zymobile.jewel.candy.cookie,http://www.zymobile.net,support@zymobile.net
230,SpeedBall,Lion Studios,街机,4.4,"102,386","10,000,000",2018年11月13日,30,1.039,com.pmg.speed,https://lionstudios.cc/,mauigo@lionstudios.cc
231,Operate Now: Hospital,Spil Games,模拟,4.2,"325,013","10,000,000",2018年11月27日,56,1.26.2,com.spilgames.OperateNow2,http://spilgames.com,support@operatenow.com
232,賓果派對,Dataverse Entertainment,桌面和棋类,4.7,"193,078","5,000,000",2018年12月8日,92,2.1.5,com.bingo.tour.party.crazy.free,,bingo@avid.ly
233,Bendy in Nightmare Run,Joey Drew Studios,街机,4.7,"33,154","1,000,000",2018年10月21日,41,1.4.3522,com.jds.binr,http://bendyrun.com,binr@joeydrewstudios.com
234,Angry Birds Classic,Rovio Entertainment Corporation,街机,4.4,"5,631,842","100,000,000",2018年12月5日,99,8.0.0,com.rovio.angrybirds,https://www.rovio.com,support@rovio.com
235,Gacha Studio (Anime Dress Up),Lunime,休闲,4.7,"288,284","5,000,000",2017年10月17日,56,2.0.3,air.com.lunime.gachastudio,http://Lunime.com,Lunimegames@gmail.com
236,Logo Game: Guess Brand Quiz 图标游戏: 品牌竞猜,Logos Box,知识问答,4.2,"124,852","10,000,000",2018年12月7日,26,4.7.3,com.msi.logogame,http://games.taplane.com/,contact@taplane.com
237,FR Legends,FENG LI,竞速,4.6,"21,266","1,000,000",2018年12月2日,63,0.1.4.0,com.fengiiley.frlegends,http://fenglee.com/games/frlegends/,info.frlegends@gmail.com
238,RISK: Global Domination,SMG Studio,桌面和棋类,4.0,"80,169","5,000,000",2018年11月26日,75,1.22.64.468,com.hasbro.riskbigscreen,http://www.smgstudio.com,support-risk@smgstudio.com
239,Christmas Hidden Object: Xmas Tree Magic,Beautiful Hidden Objects Games by Difference Games,休闲,4.7,"1,665","50,000",2018年11月27日,72,1.0.62,com.dg.differencegames.u.hiddenobject.xmastreemagic,http://differencegames.com,hiddenobject@differencegames.com
240,疯狂餐厅-风靡全球的大厨美食烹饪游戏,Girl Games - Cooking Games,街机,4.7,"648,865","10,000,000",2018年11月30日,51,1.2.9,com.biglime.cookingmadness,,game.support@zentertain.net
241,Empires & Puzzles: RPG Quest,Small Giant Games,角色扮演,4.7,"923,542","10,000,000",2018年11月27日,90,17.1.0,com.smallgiantgames.empires,https://support.smallgiantgames.com/,googleplay@smallgiantgames.com
242,保齡球 3D Bowling,Italic Games,体育,4.1,"1,101,996","100,000,000",2018年8月20日,因设备而异,因设备而异,com.threed.bowling,,contact@italy-games.com
243,Pictoword: 好玩又有趣的英文单字游戏，不须网路的脑筋激荡益智文字游戏,Kooapps Games - Fun Word and Brain Puzzle Games,文字,4.6,"314,997","10,000,000",2018年10月26日,60,1.7.23,com.kooapps.pictowordandroid,http://www.kooapps.com/,support@kooapps.com
244,Era of Celestials,GTarcade,角色扮演,4.5,"213,618","10,000,000",2018年12月7日,99,1.276.168341,com.gtarcade.eoa,https://eoc.gtarcade.com/,gtarcade.eoc@gmail.com
245,Heads Up!,Warner Bros. International Enterprises,文字,4.1,"203,851","10,000,000",2018年12月7日,81,3.46,com.wb.headsup,http://www.ellentube.com/article/apps-and-games.html,headsup@ellengames.com
246,Glow Hockey,Natenai Ariyatrakool,街机,4.1,"1,717,159","100,000,000",2018年7月22日,因设备而异,1.3.8,com.natenai.glowhockey,http://www.natenai.com/iphone/glow_hockey/,glowhockey@natenai.com
247,AdVenture Capitalist,Kongregate,模拟,4.6,"1,421,004","10,000,000",2018年12月4日,54,6.3.5,com.kongregate.mobile.adventurecapitalist.google,http://hyperhippogames.com/,adventurecapitalist@hyperhippo.ca
248,Race.io,Vive,竞速,4.4,"7,634","500,000",2018年12月11日,57,270,com.vive.riderleague,,support@vivegames.co
249,疯狂大厨——快速上手 玩转全球餐厅,Big Fish Games,街机,4.5,"258,606","10,000,000",2018年12月11日,因设备而异,1.30.1,com.bigfishgames.cookingcrazegooglef2p,https://www.bigfishgames.com/daily/cooking-craze/,info@bigfishgames.com
250,拳擊之星 Boxing Star,FourThirtyThree Inc.,体育,4.6,"300,771","5,000,000",2018年12月11日,33,1.4.2,com.ftt.boxingstar.gl.aos,http://www.433.co.kr,433-corp@433.co.kr
251,Fun Run 3 - 网上多玩家跑步游戏,Dirtybit,街机,4.6,"148,010","5,000,000",2018年12月3日,87,2.11.4,com.dirtybit.fra,http://support.dirtybit.com/,mail@dirtybit.no
252,Monster Legends,Social Point,模拟,4.6,"2,648,613","50,000,000",2018年12月10日,96,7.5.1,es.socialpoint.MonsterLegends,http://www.socialpoint.es,info@socialpoint.es
253,Word Trip,PlaySimple Games,文字,4.6,"105,218","1,000,000",2018年12月7日,因设备而异,因设备而异,in.playsimple.wordtrip,https://playsimple.in,support@playsimple.in
254,Rolly Vortex,VOODOO,街机,4.4,"145,961","10,000,000",2018年11月16日,57,1.7.7,com.bdj.vortexDroid,,support@voodoo.io
255,Bike Race 免費版 - 最棒的免費遊戲,Top Free Games.,竞速,4.5,"2,674,644","100,000,000",2018年12月6日,28,7.7.16,com.topfreegames.bikeracefreeworld,https://www.topfreegames.com,support+bikeraceandroid@topfreegames.com
256,块宝石拼图,hua weiwei,益智,4.4,"721,971","100,000,000",2018年8月16日,15,37.0,com.differencetenderwhite.skirt,,hucuawe@gmail.com
257,PBS KIDS Games,PBS KIDS,教育,4.3,"14,301","1,000,000",2018年11月8日,93,1.7.0,org.pbskids.gamesapp,http://pbskids.org/apps,AndroidApp@pbs.org
258,Roll the Ball：滑动拼图,BitMango,益智,4.5,"1,459,676","100,000,000",2018年12月10日,因设备而异,1.7.50,com.bitmango.rolltheballunrollme,https://www.facebook.com/bitmangogames,help@bitmango.com
259,Hello Kitty 美甲沙龙,Budge Studios,休闲,4.2,"399,361","50,000,000",2018年4月17日,24,1.5,com.budgestudios.HelloKittyNailSalon,https://budgestudios.com/en/apps/detail/hello-kitty-nail-salon/?utm_source=GooglePlayStore&utm_medium=referral&utm_campaign=HKNS_GP,support@budgestudios.ca
260,Family Feud? Live!,UMI Mobile,知识问答,4.1,"18,493","1,000,000",2018年12月5日,33,2.8.6,com.umi.feudlive,http://www.umi-mobile.com,support@umi-mobile.com
261,Run,Kongregate,街机,4.4,"542,473","10,000,000",2018年2月26日,35,1.12.1,com.kongregate.mobile.run.google,http://www.kongregate.com,support@kongregate.com
262,Save Cat,Fastone Games,益智,4.3,"2,334","100,000",2018年12月7日,58,1.1.6,com.physics.sim.game.savecats,,savecat@boooea.com
263,Hello Neighbor,tinyBuild,冒险,4.1,"24,519","1,000,000",2018年11月30日,35,1.0,com.tinybuildgames.helloneighbor,http://tinybuild.com,support@tinybuild.com
264,Super High School Bus Driving Simulator 3D - 2018,Games2win.com,竞速,4.3,"8,764","1,000,000",2018年8月2日,因设备而异,1.3,com.games2win.superschooldriver,http://www.games2win.com,android@games2win.com
265,Gachaverse (RPG & Anime Dress Up),Lunime,角色扮演,4.8,"286,146","1,000,000",2018年6月22日,94,0.7.8,air.com.lunime.gachaverse,http://Lunime.com,Lunimegames@gmail.com
266,International Fashion Stylist: Model Design Studio,Games2win.com,角色扮演,4.3,"77,800","5,000,000",2018年11月23日,因设备而异,2.7,air.com.games2win.internationalfashionstylist,http://www.games2win.com,android@games2win.com
267,会说话的汤姆猫,Outfit7 Limited,休闲,4.3,"1,901,821","100,000,000",2018年8月10日,因设备而异,3.6.7.46,com.outfit7.talkingtom,http://outfit7.com/contact/android/,support@outfit7.com
268,Wonka梦幻糖果世界：消消乐,Zynga,休闲,4.7,"61,236","1,000,000",2018年11月28日,97,1.12.1261,com.zynga.wonkamatch,http://www.zynga.com,android.support@zynga.com
269,"PewDiePie's Tuber Simulator",Outerminds Inc.,休闲,4.8,"1,552,757","10,000,000",2018年11月28日,96,1.30.0,com.outerminds.tubular,http://www.outerminds.com,support@outerminds.com
270,CodyCross: Crossword Puzzles,"Fanatee, Inc.",文字,4.6,"248,466","10,000,000",2018年12月3日,86,1.19.0,com.fanatee.cody,http://www.fanatee.com,contact@fanatee.com
271,Paper Plane Planet,OHM Games,街机,4.3,"8,089","1,000,000",2018年11月23日,56,1.100,com.ohmgames.paperplane,http://www.ohm-games.com,contact@ohm-games.com
272,House Flip with Chip and Jo,fun-gi,模拟,4.6,"38,373","1,000,000",2018年10月22日,91,1.3.3,com.fungi.houseflip,https://www.fun-gi.com,community@fun-gi.com
273,Wild Tamer,111%,角色扮演,4.7,"57,456","1,000,000",2018年12月5日,67,2.04,com.percent.wildtamer,http://www.111percent.net,help@111percent.net
274,战争机器 (War Machines) - 最佳免费在线坦克游戏,Fun Games For Free,动作,4.6,"535,923","10,000,000",2018年12月7日,85,3.9.1,com.fungames.battletanksbeta,https://www.fungames-forfree.com/games/warmachines,support+warmachines@fungames-forfree.com
275,Zombie Hunter King,mobirix,动作,4.3,"80,568","10,000,000",2018年11月12日,51,1.0.15,com.mobirix.zombieking,https://www.facebook.com/mobirixplayen,help@mobirix.com
276,漫威: 超级争霸战,"Kabam Games, Inc.",动作,4.3,"2,593,116","50,000,000",2018年12月3日,91,21.1.0,com.kabam.marvelbattle,http://www.playcontestofchampions.com,contact@kabam.com
277,《炉石传说》,"Blizzard Entertainment, Inc.",卡牌,4.4,"1,527,636","10,000,000",2018年12月10日,35,13.0.28116,com.blizzard.wtcg.hearthstone,https://battle.net/support/games/hearthstone,support@blizzard.com
278,Cannons n Balls - Best Ball Blast Game,Playrific Games,动作,4.7,"11,201","100,000",2018年12月7日,25,1.1.6,com.playrific.cannonsnballs,,spraybubble34@gmail.com
279,Double Win Slots - Free Vegas Casino Games,Royal Jackpot-Free Slot Casino,赌场,4.9,"10,917","100,000",2018年12月6日,76,1.14,com.huge.slots.casino.vegas.android.avidly,,elly.wang@avid.ly
280,纸牌接龙,"Solitaire Card Games , Inc.",卡牌,4.7,"194,749","10,000,000",2018年11月29日,12,因设备而异,com.lemongame.klondike.solitaire,,lemongameinc@gmail.com
281,PJ Masks (睡衣小英雄)：月光英雄,Entertainment One,休闲,4.4,"97,051","10,000,000",2018年12月3日,94,2.2.0,com.pjmasks.moonlightheroes,http://eonefamily.com/home,support@pjmasks.com
282,Respawnables - FPS 特种部队,DIGITAL LEGENDS ENTERTAINMENT SL,动作,4.4,"1,545,673","10,000,000",2018年12月10日,因设备而异,因设备而异,com.dle.respawnables,http://www.digital-legends.com,respawnables.android@digital-legends.com
283,Mahjong,CanaryDroid,益智,4.8,"11,392","100,000",2018年11月20日,10,因设备而异,com.fenghenda.mahjong,,contact@canadadroid.com
284,Plague Inc. (瘟疫公司),Miniclip.com,模拟,4.5,"2,851,160","50,000,000",2018年10月27日,因设备而异,因设备而异,com.miniclip.plagueinc,http://www.miniclip.com/,support@miniclip.com
285,Coin Dozer - Free Prizes,Game Circus LLC,赌场,4.4,"1,259,440","50,000,000",2018年11月14日,64,19.3,com.leftover.CoinDozer,http://www.gamecircus.com,support@gamecircus.com
286,欢乐餐厅2,Top Girl Games,模拟,4.7,"6,579","100,000",2018年12月7日,49,1.0.5,com.zenjoy.cookingstreet,http://www.zentertain.net,zentertain.ltd@gmail.com
287,Drive Ahead!,Dodreams Ltd.,竞速,4.5,"1,060,368","50,000,000",2018年12月2日,93,1.76.1,com.dodreams.driveahead,http://www.dodreams.com,driveahead@dodreams.com
288,Criminal Case(刑事案件),Pretty Simple,冒险,4.5,"3,925,416","100,000,000",2018年12月6日,因设备而异,2.26,com.prettysimple.criminalcaseandroid,,help@prettysimplegames.com
289,Barbie Dreamhouse Adventures,Budge Studios,模拟,4.4,"79,699","5,000,000",2018年12月7日,20,1.5.0,com.budgestudios.googleplay.BarbieDreamhouse,http://www.budgestudios.com,support@budgestudios.ca
290,Geometry Dash SubZero,RobTop Games,街机,4.6,"318,212","10,000,000",2017年12月21日,49,1.00,com.robtopx.geometrydashsubzero,http://www.robtopgames.com,support@robtopgames.com
291,CSR Racing 2,NaturalMotionGames Ltd,竞速,4.7,"3,210,020","10,000,000",2018年12月5日,61,2.1.1,com.naturalmotion.customstreetracer2,http://www.naturalmotion.com,android.support@zynga.com
292,Racing in Car 2,Fast Free Games,竞速,4.2,"324,049","50,000,000",2016年11月22日,38,1.0,com.ffgames.racingincar2,,dzkdes@gmail.com
