排名,游戏名称,公司名称,分类,评分,评分人数,安装次数+,更新日期,大小M,当前版本,包名,网站,联系方式
150,精灵旅社探险 - 跑酷，跳跃和建造！,Crazy Labs by TabTale,冒险,4.6,"4,967","100,000",2018年12月6日,38,1.0.6,com.crazylabs.hotel.transylvania.adventure,https://www.tabtale.com,WeCare@tabtale.com
151,密室逃脱：挑战100个房间八,HKAppBond,冒险,4.6,"4,737","50,000",2018年11月27日,99,2,com.appbond.the100roomviii,,hongkongappbond@gmail.com
152,圣灵勇士：六骑士-策略动作JRPG,Clegames Inc.,角色扮演,4.5,"2,436","10,000",2018年11月26日,87,1.0.903,com.cle.dy.soulseeker6,https://www.facebook.com/ss6knights/,support@clegames.freshdesk.com
153,Bear.io,DO GLOBAL GAMES,街机,5.0,3,"1,000",2018年12月10日,32,1.4,com.global.beario,,doglobal523@gmail.com
154,Road Revenge - Bike Games,GAME TSUNAMI,竞速,3.7,3,"1,000",2018年11月28日,95,因设备而异,com.road.redemption.rash,http://www.bigbitegames.com,bigbitegamesindia@gmail.com
155,Hidden Object - Holly Jolly Xmas,Beautiful Hidden Objects Games by Difference Games,益智,4.9,7,"1,000",2018年11月30日,33,1.0.0,air.com.dg.differencegames.hiddenobject.hollyjollyxmas,http://differencegames.com,hiddenobject@differencegames.com
156,Hey Flower,Swordfish00,休闲,3.2,834,"100,000",2018年12月8日,25,1.0.10,com.swfh.louis,,swordfishgp00@gmail.com
157,Knights of Nations,MeoGames,角色扮演,3.9,223,"10,000",2018年11月29日,42,1.0.1.26,com.xygame.Knightsofnation,http://kon.meogames.com,zjry.master@gmail.com
158,F1 Mobile Racing,Codemasters Software Company Ltd,竞速,4.0,"1,828","50,000",2018年12月6日,37,1.4.4,com.codemasters.F1Mobile,http://www.codemasters.com,custservice@codemasters.com
159,PolyArt着色书 - 按数字着色 - 低多边形艺术画,AppJoy - All Apps Free,桌面和棋类,4.6,227,"10,000",2018年12月11日,6.4,2.2,com.poly.polyart.color.by.number,,ColorPixelBook@gmail.com
160,Free Car Parking Game 3d,Classic Free Games 3D,模拟,4.5,28,"5,000",2018年12月5日,29,1.00.0000,com.classic.free.car.parking.game,,classicfreegames3d@gmail.com
161,Pj Subway Dash Masks Adventure 3D,eONplaygames,冒险,3.6,23,"10,000",2018年11月20日,52,1.0,com.eonplaygames.pjsubwaydashmasks,http://eonplaygamesstudio.blogspot.com/,andirdhoazmi1@gmail.com
162,Dot to dot - Connect the dots ABC Games for Kids,Greysprings,教育,5.0,43,"5,000",2018年12月12日,19,1.0.0.5,com.greysprings.connect.dot.to.dot.ABC.games.kids,http://www.greysprings.com/,appninja.greysprings@gmail.com
163,Santa Naughty or Nice ScanOMatic Scanner,Spilling Coffee Media LLC,休闲,3.7,15,"5,000",2018年11月13日,16,4,com.spillingcoffeemedia.ssomaticfree,http://santascanomatic.com/,tom@spillingcoffeemedia.com
164,街头扣篮,SammyCaroline Studio,动作,4.5,"1,393","100,000",2018年11月19日,39,1.1.2,com.streetdunk.basketballslam.sportsgame,,sammycaroline5200@gmail.com
165,Micro Craft 2: Building and Crafting,New Building and Crafting Games,冒险,4.5,268,"10,000",2018年12月1日,17,1.4,com.MicroCraft2.Building.Crafting.Explore,,dv136309@gmail.com
166,Solitaire Fairytale,"MAD Studios, s.r.o.",卡牌,4.7,199,"10,000",2018年12月8日,78,2018.76,com.MadStudios.SolitaireFairytaleDev,http://www.solitairefairytale.com,solitaire.fairytale@gmail.com
167,Word Guru - My Bakery Dream,Badfish Games Studio,文字,4.6,375,"5,000",2018年11月21日,34,1.2,com.badfishgame.wordguru,,youngloveeric888@gmail.com
168,Arcadox,Addictive Puzzle Games,街机,4.0,4,"1,000",2018年12月11日,27,2.0.1,com.addictivepuzzlegames.arcadox,,addictive.puzzle.games@gmail.com
169,Tank Blast - Best Time Killer,Legendary Blast,休闲,4.0,21,"1,000",2018年12月5日,25,1.0.10,com.hoffeynixfun.stoneblast,https://tankblast888622417.wordpress.com,raineraine3359@gmail.com
170,NOVICE HEROES,Ventumm Inc.,角色扮演,3.9,255,"50,000",2018年12月6日,48,1.5,com.vnt.noviceheroes,,support@ventumm.com
171,?????,Eyougame Inc.,角色扮演,4.3,"6,832","100,000",2018年11月20日,75,3.0,com.eyougame.darkll,https://cafe.naver.com/darklegends,legend-help@eyougame.co.kr
172,Happy extra Wheels,Merry Xmas,模拟,3.8,61,"5,000",2018年12月1日,34,1.1,com.MX.CNC,,merryxmas.studio.dev@gmail.com
173,Free NES Emulator,Crafting Inc.,模拟,3.0,165,"10,000",2018年11月19日,14,0.1,com.play.emulator.nes.snes.gba.gbc,,brandsmorris@outlook.fr
174,Classic Solitaire World,WePlay Pool Games,卡牌,4.9,8,"1,000",2018年12月10日,27,1.0.0,com.cardgames.classic.solitaire.world,,support@classicsolitaireworld.freshdesk.com
175,Ultimate Bubble Shooter,Bubble Shooter Games by Ilyon,动作,4.5,275,"10,000",2018年11月29日,因设备而异,1.1.4,ultimate.bubble.shooterr,http://www.ilyon.net,support@ilyon.net
176,rojo fuego (emulator),Rojo fuego titanio,冒险,4.2,480,"10,000",2018年11月24日,15,4.0,com.MonkeyBalance.BallUltimatess_titaniumpokerojo,,Thomas.rojofuego@gmail.com
177,Amazing Frog Game 3D - Frog Jump,AMEGO DEV,街机,3.2,20,"1,000",2018年11月27日,31,1.0.2,com.amazing.frog.game.frog.jump,,Aloisiomarcelo33@gmail.com
178,Street Fighter Challenge,CoolApps Software,动作,3.5,85,"10,000",2018年12月9日,37,1.11.1,com.droidsoftware.streetfighter,,droidsoftwareinc@gmail.com
179,Frog Sandbox Is Amazing,Heaven Malls,模拟,3.9,70,"10,000",2018年12月10日,35,1.0,com.imiig.frogsandboxamazing,,KevinMrdja48758@gmail.com
180,Hidden Object: Santa’s Christmas Magic,Beautiful Hidden Objects Games by Difference Games,休闲,4.7,25,"1,000",2018年12月4日,90,1.0.1,com.ralpgames.wintermagicwithsanta,http://differencegames.com,hiddenobject@differencegames.com
181,Leo and Tig: Forest Adventures,Interactive Moolt,冒险,4.2,"2,661","100,000",2018年11月28日,88,1.181127,com.imult.leotig2,https://i-mult.tlum.ru,support@i-mult.ru
182,Invictus Heroes: 2018 NEW RPG,Plarium Global Ltd,角色扮演,4.2,389,"10,000",2018年12月12日,因设备而异,0.276,com.plarium.invictusgame,http://www.plarium.com,invictus@plarium.com
183,特种作战行动,WUBINGStudio,冒险,4.7,"1,284","100,000",2018年11月21日,92,1.1.1,com.specialcombatops.moderncounterattack.shootinggame,,WUBINGStudio963@gmail.com
184,Kids Puzzles - Christmas Jigsaw game ??,Skycap,益智,4.6,11,"5,000",2018年12月6日,17,1.1,in.co.skycap.kids_jigsaw_puzzle,http://www.skycap.co.in,contact@skycap.co.in
185,Santa clause & super Sonic christmas,action game LLC,竞速,3.5,101,"10,000",2018年11月13日,14,1.2,com.sonicboom.rizgame,,rizqimoha@gmail.com
186,Universe Bubble,Fun Match 3 Games,动作,4.5,527,"50,000",2018年11月15日,因设备而异,1.1.4,bubble.universe,http://www.ilyon.net,support@ilyon.net
187,Swipe Magic: One Touch Drawing,Zepra Studios,益智,4.2,18,"1,000",2018年12月8日,24,1.2.4,com.zepra.smagic,http://www.zepra.com,zepragame@gmail.com
188,極道之龍M,Game Hexagon,角色扮演,4.0,153,"10,000",2018年10月26日,7.1,1.3,com.heyyogame.jdzl,https://www.facebook.com/hzol.heyyogame/,cs@service-cs.heyyogame.com
189,Hill Climb Racer 2018 New,JacksonMartinez,冒险,4.6,106,"10,000",2018年12月3日,67,1.0.1,com.climbhill.racingmaster,,jacksonmartinez1971@gmail.com
190,The Symmetry Drawing Puzzle,ChillGame,益智,4.2,267,"10,000",2018年12月7日,38,1.0,com.symmetry.drawing.puzzle.killingtime,,relaxgamestudio10@gmail.com
191,Massive Jackpot Casino - Slot Machines,DG Titan,赌场,4.2,5,500,2018年12月8日,56,1.0.1,air.com.massivejackpot.slots,,danieldee1869@gmail.com
192,Super Goko Saiyan Fighting,Elias Ouali,动作,3.9,86,"10,000",2018年11月28日,19,1.2,com.tictac.supergokusaiyanwarrior,,super.goko@gmail.com
193,Wish Stone - Nonogram,GAMEFOX,益智,4.5,32,"1,000",2018年12月12日,37,1.5,com.gamefox.wishstone,,puzzlegamefox@gmail.com
194,Pancake Milkshake,Joy Games Labs,休闲,3.0,40,"5,000",2018年11月24日,6.4,1.0.1,com.quoma.panmilk,,joygames@yahoo.com
195,Relaxing Bounce,Relaxing Developer,动作,4.2,44,"5,000",2018年12月11日,41,1.45,com.logame.relaxingbounce,https://www.facebook.com/Relaxing-Jump-337066387063491,darkeden.gm@gmail.com
196,Adventure Ball,Crystal Squid,街机,4.6,34,"5,000",2018年11月26日,20,1.0,crystalsquid.AdventureBall,http://www.crystalsquid.com,android-support@crystalsquid.com
197,Death Collector,Choice of Games LLC,角色扮演,4.5,45,"1,000",2018年12月6日,4.8,1.0.0,com.choiceofgames.deathcollector,https://www.choiceofgames.com/,support-deathcollector-gps@choiceofgames.com
198,Bike Racer 2019,Million games,竞速,4.5,151,"50,000",2018年12月10日,48,1.3,com.milliongames.bikeracer2019,http://www.milliongames.net,milliongamesnew@gmail.com
199,Project Fame: Idle Hollywood Game for Glam Girls,cherrypick games,模拟,3.8,700,"100,000",2018年12月4日,89,1.1.10,com.cherrypickgames.hollywoodinc,http://www.cherrypickgames.com,support@cherrypickgames.com
200,Truck Simulation 19,astragon Entertainment GmbH,模拟,3.8,"2,103","50,000",2018年11月23日,51,1.3,com.astragon.trucksimtwo,http://www.trucksimulation19.com,support.ts19@astragon.com
201,Christmas Coloring Book & Games for kids & family,GunjanApps Studios,休闲,4.8,35,"5,000",2018年12月12日,8.2,2.0,com.gamesforkids.coloring.games.christmas,http://gunjanappstudios.com/,support@gunjanappstudios.com
202,Idle Evil Heroes — Clicker & Simulator,AppQuantum,模拟,4.7,94,"1,000",2018年12月4日,67,0.6,com.evilclicker.evilclicker,http://appquantum.com,publishing@appquantum.com
203,Kids Christmas Jigsaw Puzzle,Skycap,益智,4.6,12,"10,000",2018年11月23日,11,1.1,com.skycap.Kids_Christmas_Jigsaw,http://www.skycap.co.in,contact@skycap.co.in
204,Ultimate Cookie The Robloxe Swirl : World adventur,3D Action Games,冒险,3.5,27,"5,000",2018年11月13日,36,1.1,com.Ultimate.Cookie.TheRobloxe.Swirl,,sferrodona1972@gmail.com
205,Undertale Piano Game,Lionel Light,音乐,3.6,186,"5,000",2018年11月12日,32,4.4,com.music.game.bluesky.undertale,,goldenstudio1997@gmail.com
206,Momo - Horror game,Fox Art Games,冒险,4.1,207,"10,000",2018年12月6日,70,1.0,org.foxartgames.momohorror,http://foxartgames.com,news8star@gmail.com
207,Word collect,Little Gamer Studio,文字,4.9,8,"1,000",2018年12月11日,21,1.0.6,com.xiwangkeji.wordcollect,,weaponzxblxx@gmail.com
208,Super Bubble Pop,Bubble Shooter Games by Ilyon,桌面和棋类,4.6,453,"50,000",2018年11月15日,因设备而异,1.1.3,pop.bubble.supr,http://www.ilyon.net,support@ilyon.net
209,Train Surfer: Rail Unknown,kamzkanata,街机,4.2,204,"10,000",2018年12月11日,38,1.0.3,com.nex.trainsurfersunknown,,contact@nexinsoft.com
210,Coin Pusher Circus,Queen Machine,桌面和棋类,4.4,7,"1,000",2018年12月10日,47,1.0.2,vegas.circus.crazy.casino,,holanicer@gmail.com
211,Faraway 4: Ancient Escape,Snapbreak,益智,4.7,427,"10,000",2018年12月10日,91,1.0.4344,com.snapbreak.faraway4,http://www.snapbreak.com,info@snapbreak.com
212,宝石消消Crush2019,Create Enjoyful Game,冒险,4.6,34,"5,000",2018年12月6日,22,1.0,com.m2studio.jewelcrush2019,,cliu9000@gmail.com
213,Unlimited Speed,Naxeex Studio,模拟,4.6,424,"50,000",2018年11月13日,85,1.0,com.ns.unlimited.speed,http://naxeex.com,feedback@naxeex.com
214,Artbook Story-Jigsaw Puzzle,A SEED GAMES,休闲,4.2,123,"10,000",2018年12月7日,34,1.0.5,com.asg.polypixel,,yuan.shi@aseedgames.com
215,Word Journey - New Crossword Puzzle,Brain Training Games Dev,文字,4.6,130,"5,000",2018年12月10日,79,1.7,com.word.journey.crossword,,wuji.tian2018@gmail.com
216,Mech Battle,Djinnworks GmbH,动作,4.4,397,"10,000",2018年12月11日,因设备而异,1.1.0,com.djinnworks.mb,http://www.djinnworks.at,support@djinnworks.at
217,Naperville Motorcycle Racing,MT Free Games,竞速,4.4,111,"10,000",2018年12月6日,因设备而异,因设备而异,com.mtfreegames.napervillemotorcycleracing,https://multitouchstudios.com,syedaanjum999@gmail.com
218,Throne of Elves: 3D Anime Action MMORPG,PopPace,角色扮演,4.6,881,"10,000",2018年11月30日,85,2.18.5,com.poppace.toe.dragon.souls.anime.brave.mmorpg.action.blades.arpg.online.games,http://www.poppace.com,toegm@poppace.com
219,Homecraft - Home Design Game,TapBlaze,模拟,4.4,227,"10,000",2018年12月11日,74,1.1.8,com.tapblaze.homecraft,http://www.tapblaze.com,homecraft@tapblaze.com
220,"Food Runner: run, jump, dash, survive!",ETsoft,休闲,5.0,6,500,2018年12月4日,46,0.7.4,com.ETGames.Fruits,http://upecotech.com,e.workspb@gmail.com
221,Pink Mansion Minecraft Game for Girls,Big Craft Maps,冒险,3.7,82,"5,000",2018年11月22日,15,1.1,pink.dream.mcpe.minecraftpe.summer,,evgenijazarvel@gmail.com
222,Make a Cookie for Santa — The Elf on the Shelf?,The Elf on the Shelf?,模拟,4.7,10,"1,000",2018年11月19日,53,1.1,com.elfontheshelf.macs,http://www.elfontheshelf.com,darcy@elfontheshelf.com
223,Helix Falling,Duoni,休闲,3.0,4,"1,000",2018年12月7日,35,1.5.2,com.OneSail.QiuQiu,,duonidalao2018@gmail.com
224,Live Chat With Lucas And Marcus - Prank,Tmchirou,模拟,4.3,6,"1,000",2018年11月13日,2.3,1.0,comchat.with.lucasandmarcus,,davewapp@mail.ru
225,阳春白雪,漢創文化,音乐,4.8,"2,787","100,000",2018年12月4日,36,1.82,com.Rnova.lyrica,https://www.lyricagame.com/,lyrica@hgcagroup.com
226,MaxCraft: Big City Building Games,3D Crafting Future Studios,教育,4.2,212,"10,000",2018年12月6日,36,9.2.5,com.zafjo.maxcraft.max.craft.big.city.building,,ijokiyoet89@gmail.com
227,Crafting Grind,MiniQ CS.,街机,4.3,7,"1,000",2018年12月3日,17,1.0.1,com.brlapdandroidapps,,TangKaYan89@gmail.com
228,Dollhouse Craft Lite: Games for Girls,Survival Crafting & Exploration Adventure Games,冒险,3.8,10,"5,000",2018年12月5日,62,1.0,com.survivalcrafting.dollhouse.craft.lite.decoration.girls.house.building.simulator.home.design.exploration.dressup.love.spa,,freesandboxexploration@gmail.com
229,Master Bubbles,Cookie Crush Games,街机,4.4,449,"50,000",2018年11月22日,因设备而异,1.1.4,bubbles.master,http://www.ilyon.net,support@ilyon.net
230,末世战场：放置英雄游戏,Moon Studios,策略,4.8,47,500,2018年12月10日,93,1.1.1,com.bettergame.ib,,jinyebuzhidao003@gmail.com
231,Banana Rush : Minion Adventure Legends Rush 3D,Fun.games3d,街机,3.8,90,"10,000",2018年11月30日,36,1.1,com.banana.rush.adventurerush.legendsrun,,richardjean053@gmail.com
232,猫猫爱消除,Yunbu Game Studio,休闲,4.9,83,"1,000",2018年11月29日,36,1.0.2,com.yunbu.cat.story.crush.free,,yunbugame@gmail.com
233,World Quest,Dark Matter Oy,冒险,3.4,46,"1,000",2018年11月26日,100,1.0,com.darkmatter.WorldQuest,http://www.darkmatterplay.com,support@darkmatterplay.com
234,Piano Tuts : Scary Bendy Piano Tiles,Piano Great Dev,街机,3.6,51,"5,000",2018年11月18日,20,1.0,com.bendy.bricebaselic,,pianogreatdev@gmail.com
235,Road Blast - Crazy Rider,Cool You,动作,4.8,28,500,2018年11月30日,87,1.0.2,com.misterfour.roadblast,,support@roadblastrtr.com
236,Pixel Crusher,freedomgame,休闲,5.0,8,500,2018年12月8日,35,1.0.2,com.freegame.Pixelcrusher,,congniubi@gmail.com
237,Crazy Juicer - Slice Fruit Game for Free,Duoni,动作,3.6,52,"10,000",2018年12月11日,39,1.11,com.hippogames.JuicySlice,,duonidalao2018@gmail.com
238,Happy Deadly Wheels,King of Games studio,模拟,3.2,19,"1,000",2018年11月27日,33,1.0,com.KG.hdw,,kingofgame.std.dev@gmail.com
239,Bigfoot Monster Hunter Online,OneTonGames,模拟,4.2,204,"5,000",2018年12月9日,93,0.8,com.onetongames.bmho,,status-nsk@mail.ru
240,Ice Cream Coloring Book,Bkbros Studio,教育,3.0,1,"5,000",2018年11月23日,33,1.4,com.bkbrosstudio.icecreamcol,,lhamidymostafa@gmail.com
241,Flip Rush : Go fast,Hall Inc,竞速,2.1,14,500,2018年12月4日,3.4,1.0,com.huiiiii.fliprush,,salmaabou02@gmail.com
242,Grappling Garry,DoubleJump,街机,4.6,9,"1,000",2018年12月12日,34,2.2,com.doublejump.grapplingarry,http://doublejump.com,support@doublejump.com
243,Bubble Shooter: Free Cat Pop Game,Sonatgame,益智,4.7,214,"10,000",2018年12月7日,因设备而异,1.02,com.bubbleshooter.free.cat.pop.game,,sonatgame@gmail.com
244,Game of Township,Monica Game Studio,休闲,2.6,24,"5,000",2018年11月30日,36,1.0,com.nemo.gameoftownship,,yangyongjian2018@gmail.com
245,Stack Shoot Balls 3D,BallGames,街机,4.3,64,"5,000",2018年11月28日,36,0.2,com.YgDevApp.StackBalls,,th0m4s.i.am@gmail.com
246,NES Emulator - Best Emulator Classic Retro,Ibanez Studio,街机,4.5,62,"1,000",2018年12月8日,4.0,1.0,nes.roms.emulator.arcade.classic.game,,hoangconghung8797@gmail.com
247,Even PewDiePie Gets Groceries,Commissura,街机,5.0,216,"1,000",2018年12月9日,21,1.0.7,com.commissura.epgg,,commissura@live.com
248,Disc Golf Valley,Per Wahlstedt,体育,4.9,15,"1,000",2018年12月9日,63,0.35,com.Per.DiscGolf,,per.wahlstedt@gmail.com
249,Sonic Adventure: Christmas Run,slogohimo studio,街机,4.5,49,"10,000",2018年12月11日,7.2,10.45,com.sonicrunz.superworld,,deliapangestuti310@gmail.com
250,Fire Cannon,gamer developer,模拟,3.9,44,"10,000",2018年12月8日,30,1.1.2,com.glgam.fire.cannon,,ohpsfzke@gmail.com
251,机场货运卡车驾驶游戏真正的停车场,Funmotion New games for kids,模拟,3.4,10,"1,000",2018年11月23日,83,1.2,com.funm.truck.driver.airport.cargo.simulator,https://www.facebook.com/funmotionmobilegames/?modal=admin_todo_tour,attaulrehman0011@gmail.com
252,Christmas Color by Number – Merry Xmas Pixel Art,Sticky Apps and Games,益智,3.8,32,"1,000",2018年11月30日,33,1.0.2,com.Christmas.Pixel.Art.Coloring.Number,https://stickyapps.site123.me/,srgamesapps@gmail.com
253,小泡泡,Pine Street Codeworks,益智,4.8,256,"10,000",2018年12月6日,97,1.4.1,com.pinestreetcodeworks.TinyBubbles,https://pinestreetcodeworks.com/tiny-bubbles,support-gp@pinestreetcodeworks.com
254,Stickman Battles: Online Shooter,Stickman Indie,动作,4.3,117,"50,000",2018年11月26日,33,1.0,com.stickmanindie.stickbattlesonlineshooter,http://facebook.com/stickmanindie/,stickmanindie@gmail.com
255,Balls VS Slicer,iDreamsky Hong Kong,休闲,1.0,2,500,2018年12月5日,16,1.0,org.cocos2d.cutcut,,andy.skytouch@gmail.com
256,Blast Ball Legend,sungsung,休闲,4.5,146,"10,000",2018年12月12日,40,1.1.10.208,com.ningxin.game.ballshooter,,fungsung446@gmail.com
257,the beyblad brust all videos,TheTopCartonGame,动作,3.6,98,"10,000",2018年11月21日,3.3,1.0,al60grl.beybldcpt017brust.apli01,,galkor.tamazi521@gmail.com
258,电龙机器人变换：机器人大战游戏,Brilliant Gamez,模拟,4.7,19,"10,000",2018年12月5日,46,1.0.5,com.brilliantgamez.dragon.robot.transforming.future.robot.wars,http://www.brilliantgamez.com,brilliantgamez@gmail.com
259,NDS Emu Classic: Emulator,8Bit Emu Corp,街机,3.3,36,"5,000",2018年11月26日,11,1.4,com.ndsemuclassic.emulator,,Emu8bitgamecorp@hotmail.com
260,Cute & Tiny Candy Factory - Sweet Dessert Maker,Cute & Tiny Baby Games,教育,4.5,4,"5,000",2018年12月7日,31,1.0.30,com.cuteandtinybabygames.cutetinycandyfactory.free,http://www.zaidimustudija.lt,info@zaidimustudija.lt
261,Valor Guard Tactics,"GRAVITY Co., Ltd.",角色扮演,4.5,143,"1,000",2018年12月6日,65,1.0.1,com.gravity.valorgt.aos,http://www.gravity.co.kr,gravitymobilebiz@gmail.com
262,Curve N Ball,Acoin Games,街机,3.5,15,"5,000",2018年12月11日,14,1.0.0,com.acoingames.arcade.curvenball,,feedback@acoingames.com
263,Soul Ark: Brave and Fate,"Bluestone Soft, Inc",角色扮演,4.1,74,"1,000",2018年11月28日,51,1.4,com.bluestonesoft.soularkglobal,https://facebook.com/SoulArkPage,help@bluestonesoft.co.kr
264,Solitaire,Lite Tools Games,卡牌,4.9,36,"1,000",2018年12月7日,15,1.1.2,com.litegames.solitaire,,cghxstudio@gmail.com
265,時尚達人大比拼，我的青春我做主！,Libii,角色扮演,4.2,183,"10,000",2018年11月21日,40,1.0,com.libii.fashionmall,http://libii.com,wecare@libii.com
266,Moto Driving School,GT Action Games,模拟,4.0,12,"5,000",2018年12月11日,因设备而异,因设备而异,com.gtactiongames.motodrivingschool,http://www.gtactiongames.com,gtactiongames@gmail.com
267,Solitaire Academy,Bonus Winner Online Entertainment Co. Ltd.,卡牌,4.6,9,500,2018年11月27日,74,1.1,tw.com.bonuswinner.solitaire.academy,http://www.solitaireacademy.com/,Service@solitaireacademy.com
268,Homo 进化：人类起源,Azur Interactive Games Limited,街机,4.5,124,"5,000",2018年12月1日,51,1.0.7,com.azurinteractive.humanevolution,http://azurgames.com,zar@azurgames.com
269,Crazy Ball,Flip Man Studio,竞速,2.9,75,"1,000",2018年12月12日,28,2.03,com.oyoung.master6,,jiaoninlin6@gmail.com
270,Anime: The Last Battle of The Cosmos,Room Studios,街机,4.5,254,"10,000",2018年11月19日,21,1.01,com.roomstudios.animethelastbattleofthecosmos,,room.studios0@gmail.com
271,Metal Mercenary - 2D Platform Action Shooter,1Sky Studio,冒险,3.6,27,"5,000",2018年11月30日,42,53,com.mobi.army.metal,,1skystudio688@gmail.com
272,Merge Money,VGames Studios,休闲,4.6,22,"1,000",2018年12月7日,35,1.0.3,com.vgames.mergemoney,,vgamesdev@gmail.com
273,Escape:The Word Puzzles,Build Game With Heart,文字,5.0,3,500,2018年12月11日,20,1.0.2,com.escape.the.word.puzzles,,buildgamewithheart@gmail.com
274,Bug Smasher Best Cool And Fun Game,Robot War Games,休闲,5.0,3,500,2018年12月7日,11,因设备而异,bugworld.bugsmaher.insectsmaher,http://umobfunstore.blogspot.com/,phamtantrung1988@gmail.com
275,Galaxy Shooter Reloaded,PRIO HYPER GAME,街机,4.3,26,"5,000",2018年12月1日,40,1,com.galaxy.shooter.galaxyattack,,tquocbui1909@gmail.com
276,"Cute & Tiny Family - Baby Care, Holiday & Farm Fun",Cute & Tiny Baby Games,教育,4.3,6,"5,000",2018年12月7日,39,1.0.32,com.cuteandtinybabygames.cutetinyfamily.free,http://www.zaidimustudija.lt,info@zaidimustudija.lt
277,Cannon Shot,Sappgames,街机,4.0,11,500,2018年12月2日,38,0.1,com.SappGames.CannonShot,,Chappsgames@gmail.com
278,牛仔世界：牛仔，印第安人和狂野西部,Survival Crafting & Exploration Adventure Games,冒险,4.6,17,"5,000",2018年11月30日,59,1.4,com.survivalcrafting.red.dead.redemption.western.cowboy.gun.duel.indians.train.robbery.sheriff.bandits.crafting.horse.riding,,freesandboxexploration@gmail.com
279,Fox Jigsaw Puzzles,Titan Inc,益智,4.8,99,"5,000",2018年11月23日,43,1.8.1,com.titan.tpfox,http://www.titanitc.com,titan.info.tech.co@gmail.com
280,绘图为婴儿?为孩子们着色游戏,GoKids!,教育,4.6,30,"10,000",2018年11月16日,32,0.4.14-R,com.gokids.drawingzoo,https://www.facebook.com/GoKidsMobile,toplinesolutionsltd@gmail.com
281,Stick Fight Classic,TNSoftware,动作,4.4,50,"1,000",2018年12月5日,31,1.02,com.technull.stickfightclassic,http://www.technull.com,contact@technull.com
282,Undertale Sans Coloring Game,alicia,教育,3.9,81,"5,000",2018年11月12日,6.9,2.0,com.sansu788.coloringbook,,alicialaa.153@gmail.com
283,Dragon Hunter 2019,Supercode Games,动作,4.2,32,"10,000",2018年12月8日,85,1.0.6,com.supercodegames.android.hungry.dragon.hunter.game,http://www.supercodegames.com,support@supercodegames.com
284,Black Mirror? Nosedive,Asmodee Digital,桌面和棋类,2.9,10,"1,000",2018年11月19日,21,0.36,com.smoozee.nosedive,http://www.asmodee.com,customerservice@AsmodeeNA.com
285,Words Story: Escape Alcatraz - Exciting Word Game,Great Puzzle Games,文字,4.6,"1,518","100,000",2018年11月30日,30,1.1.0,com.game.puzzles.words.find,,escape-alc@boooea.com
286,Ultra Sonic Speed: Kart Racing,PEVARYL,竞速,4.3,44,"5,000",2018年11月28日,46,2,com.ultra.racer.speed.kart.racing,,camilix.duster@gmail.com
287,"there's this girl",Angela He,模拟,4.8,281,"1,000",2018年12月1日,因设备而异,0.1,com.AngelaHe.TheresThisGirl,http://zephyo.github.io,zephyo@stanford.edu
288,Color Ssswitcher,Fun Monkey Ltd,竞速,4.9,10,100,2018年12月4日,26,1.0.0,com.huuugetaptapgames.color.ssswitcher,https://taptap.games/,funmonkeyltd@gmail.com
289,Cash Weed Game of Gang Cartel Rise,CM Idle Taps and Clicker Interactive,模拟,4.8,10,"1,000",2018年11月18日,37,1.0,com.ctm.weedfarmcollege,,cmflappy@gmail.com
290,Galaxy Shooter - 打砖块,SUPERBOX.INC,街机,4.8,113,"5,000",2018年12月11日,27,1.1,com.superbox.aos.galaxyshooter,http://superbox.kr,help@superbox.kr
291,Totally Accurate Battle Simulator Tips TABS,Alice Martin,模拟,4.2,"1,214","1,000",2018年11月26日,3.8,3.0,com.totaly.accu,,alicemartingigs@gmail.com
292,Iron Bot,Naxeex Robots,动作,4.9,45,"10,000",2018年12月5日,99,1.0,com.nc.iron.bot,https://naxeex.com/,naxeex.studio@gmail.com
293,TekiKare - Boyfriend or Foe? - BL Game,Abracadabra Inc.,冒险,4.6,47,"1,000",2018年11月21日,52,1.0.0,info.otomedou.fwe.tekikareEn,https://abracadabra.co.jp/en/,games@abracadabra.co.jp
294,警察VS囚犯,Kareem game,街机,4.6,543,"50,000",2018年12月6日,26,1.1.1,com.prisonvspolice.fightescapegame,,Kareem879340@gmail.com
295,Lapse 2: 前夜 (Beta),Cornago Stefano,策略,4.9,"2,290","10,000",2018年11月23日,31,1.0.0-beta,com.cornago.stefano.lapse2,http://www.cornagostefano.it/,stefano.cornago@gmail.com
296,Level Up Button Gold (Premium),DroidGames Studio,街机,4.6,"1,013","10,000",2018年12月7日,8.3,3.5.0,droid.gamesstudio.Level_Up_Button_Gold,http://www.droidgamestd.xyz,droidgamestd@gmail.com
297,Three Card Casino Plus,Chase and the Rocketeers,赌场,4.1,8,500,2018年11月29日,48,1.0,com.ChaseAndTheRocketeers.ThreeCardCasinoPlus,https://chaseandtherocketeers.com,starvybm@gmail.com
298,Gem64 - N64 Classic Emulator,Gem Emu Corp,街机,3.0,20,"5,000",2018年11月21日,11,1.0.1,com.gem64.n64classic.emulator,,gememu2014@dcacorp.cn
299,Deluxe Fun Slots - Free Slots Machines,DG Titan,赌场,4.5,12,"1,000",2018年11月27日,45,1.0.0,air.com.slotdeluxe4.funslot,,danieldee1869@gmail.com
